num_followers,num_stars,forks,num_followings,username,num_repositories,stars_received 
4,0,0,3,nabeshin,8,0
32,10,4,0,pigeon6,12,38
27,61,0,319,MaestroVincent,7,4
6,8,1,3,ikewada,3,16
8,1,0,58,cyato,3,0
126,2,3,0,sitecake,3,12
10,20,3,8,gomachan7,6,11
26,4,22,1,hiroki-o,26,6
26,4,23,1,geekdrums,3,132
7,7,2,6,ippei-takahashi,20,1
6,1,0,46,mustafaozcaninfo,5,1
120,75,36,29,cesarsouza,25,151
2,0,0,1,t7u,0,0
42,0,50,0,HiraokaTakuya,11,208
7,0,0,0,t-pot,6,23
16,3,34,0,effekseer,14,105
8,0,16,0,altseed,15,25
3,0,0,0,rodonjohn,4,5
1400,0,0,0,EpicTeamAdmin,0,0
32,4,8,6,alwei,10,54
101,6,0,0,MikeFricker,1,0
4,28,15,0,qjebbs,4,112
68,8,37,0,krh,16,108
4,13,7,0,mima3,23,17
24,5,27,4,tablacus,9,115
63,1100,54,99,justmao945,26,348
1,0,0,0,ma-oshita,0,0
15,10,2,2,m-yamashita,7,10
5,0,1,6,emillicosta,6,1
12,0,2,12,pedroarthur-mf,11,0
4,0,0,10,arthurpbarros,5,0
16,1,1,20,IreneGinani,16,0
11,2,1,10,RaulMacintosh,13,3
2,0,0,2,DaguraSu22,1,0
11,7,4,15,Barbalho12,22,5
54,207,2,96,Mazuh,22,20
21,1,2,16,greati,14,5
33,19,1,34,brenov,14,18
10,1,0,9,arturcuringa,6,0
24,14,2,23,marcielleal,20,1
21,1,0,18,thiagocesarm,7,0
16,7,0,17,joaoei,12,1
2,1,0,0,baekwoo,8,0
15,36,6,4,nsuke,17,28
46,3,13,0,notifo,2,60
95,16,3,0,ahiguti,6,42
44,55,42,0,grakic,27,61
821,6,378,5,cameronmcefee,25,2800
40,104,191,18,stevenbenner,18,953
97,30,85,17,KrisJordan,19,234
2100,18,3290,11,codeguy,11,7464
29,160,11,20,markushausammann,4,11
14,100,0,23,tot-ra,26,2
75,136,0,72,olivervogel,4,0
38,671,67,19,z0w0,6,544
85,168,9,59,m-takagi,15,92
625,7,2008,5,lokesh,27,9829
26,91,49,0,SubZane,20,178
2,0,0,0,carlosemv,1,0
4,1,1,4,cephasax,27,1
9,2,0,21,I-am-Miguel,4,0
2,0,0,12,CaueGaspar,4,0
17,2,0,16,julianaabs,17,2
8,0,0,356,45439686,0,0
35,5,5,0,ivanovitchm,7,18
7,0,1,4,vitorgodeiro,20,0
9,3,0,18,gustavowl,13,1
14,1,0,25,carolmb,5,1
7,0,0,4,jeowf,2,0
4,1,0,4,jgdrneto,27,0
19,5,0,22,kfjohnny2,19,0
14,3,3,7,GustavoAC,17,3
15,14,2,15,jotaves,14,0
36,103,0,51,highflyer910,15,6
52,14,1,57,raquel-oliveira,21,2
2,1,0,10,RobsonGap,24,0
2,0,2,2,JHunterHobbs,14,0
0,2,0,1,akhil-shastry,2,0
4,0,0,3,karlissaablay,6,0
231,127,0,587,ktxxt,4,28
10,0,0,140,williamsrece,1,0
59,406,1,2100,krysits,3,3
2,0,0,13,kanddilmoh29,14,0
9,30,0,39,Banna00747,17,0
16,317,4,116,sunnypatel165,15,18
11,55,0,15,xiangflight,15,0
4,1,0,10,cara06,2,0
166,132,1,439,derickfelix,30,46
10,147,0,35,inomjonodiljonovich,2,0
17,0,0,415,Blackmine,0,0
30,167,8,160,ajarouih,12,9
3,3,0,11,guofengxiao,12,0
3,0,0,3,Satishbhaisaniya,0,0
19,185,0,23,please-hate-me,19,2
32,32,13,32,se7en-1992,4,44
36,122,25,78,McDo,11,124
8,87,4,7,nai6514531,13,0
7,29,0,9,ivanljutyj,4,0
16,95,1,91,stevengo1,24,3
15,84,0,31,mikekeilty,11,2
6,51,1,18,imranashraf,27,5
124,1400,4,2800,illucent,19,1
3,0,0,3,captainhilty,0,0
15,2,0,19,thgie,13,2
4,0,0,2,meow-and-eat-candy,1,0
17,230,2,50,renatoassis,20,1
19,470,2,100,eldalo,14,4
88,58,1,85,nevan1364257,5,7
13,351,6,286,zhenruyan,9,34
18,72,1,65,Septron,2,1
399,200,1,23900,ItzLevvie,14,10
117,30,0,244,zakali22,26,3
2,1,0,0,rkeenan,4,0
15,0,0,129,DanielBusiness,1,0
1,29,0,4,asural,8,0
25,0,1,547,esyy,30,1
366,23,0,8300,Jacktony,4,0
2,0,0,19,romeogi1023,4,0
34,19,0,488,wyorgb,5,0
2,3,0,0,ericzhangyipin,1,1
2,0,0,0,pdfw,4,0
58,124,0,0,ChrisHines,21,0
2,3,0,10,leolupei,2,0
358,37,281,3,coocood,28,2429
9,8,8,2,mrjiangyan,16,6
2,2,0,1,zhonyong0126,4,0
2,4,0,1,ivan-lee,8,1
32,419,13,7,endeveit,16,60
7,12,0,8,emilyclaudet,11,0
9,2,0,11,darienhf,2,0
4,44,0,1,s4nji,1,3
19,16,0,20,theetrain,16,1
19,14,0,2,shashiranjan84,24,0
28,284,5,48,hutchic,30,7
21,87,0,30,coopr,15,2
23,28,0,15,daviesf1,17,0
2,1,1,1,GearTech0,14,0
2,42,0,11,jsalis,5,4
3,5,2,5,chibuta,25,14
19,126,4,24,loganisitt,22,1
8,105,2,33,a-p-o,17,2
30,55,3,117,huangshanhe,6,10
19,66,1,35,MichaelTd,12,0
4,0,0,19,timetam1,8,0
32,101,0,50,Adrianacmy,21,3
20,0,3,32,Larriche,25,3
62,214,0,187,patrickly,22,1
4,2,0,5,vaggelanos,2,0
73,616,36,126,leifoolsen,19,174
9,3,0,20,jetson2,6,0
1,0,1,0,rroe,3,0
18,7,1,1,InventingWithMonster,25,27
22,26,38,0,jsummers,11,296
31,229,145,3,iprodev,10,350
18,24,3,33,faisalazeez,1,21
13,16,6,16,stevebritton,10,7
21,32,0,15,seth-reeser,8,0
107,11,267,5,Swordfish90,4,6116
3,1,0,116,sumon953,3,0
23,717,0,38,skyoo2003,19,0
11,184,0,49,WangXiaoyugg,26,0
7,0,2,8,Oliv,20,1
14,50,0,52,gustavcs,0,0
11,14,0,13,itklaus,11,0
86,4,5,95,gregsidelnikov,13,31
8,78,0,38,tineum,0,0
17,3,0,41,CristianDario89,8,0
16,35,0,28,ricafolio,6,2
29,98,153,4,apotropaic,22,264
4,1,3,0,deeplearningturkiye,2,6
432,29,1273,3,jrjohansson,28,2167
15,25,0,20,jphanna,9,1
2,1,0,1,helaarag,0,0
100,0,21,0,ryan-keenan,9,11
8,0,0,0,cezannec,16,0
21,0,0,0,sertackaraman,0,0
11,12,29,0,kctess5,21,90
48,28,0,0,applio,20,5
5,6,0,1,AkiKono,17,0
26,83,132,6,EliotAndres,17,458
20,270,22,30,yeephycho,13,30
181,66,786,0,ethereon,21,2091
23,77,21,20,jieverson,30,163
280,6,784,2,luanfujun,10,9425
17,25,0,1,PhoenixDai,17,0
2,25,0,0,knaffe,8,0
136,3,15,3,mtyka,26,32
115,86,95,35,robbiebarrat,15,708
10,11,0,3,aaronmarkham,6,0
88,1,48,0,TimSalimans,5,111
1100,25,1526,24,junyanz,12,11261
121,55,124,3,AlexiaJM,6,935
24,84,49,33,ycjing,2,205
243,32,648,0,wiseodd,8,2209
305,42,565,3,phillipi,7,3942
63,21,47,11,gheinrich,18,106
7,7,3,0,daveselinger,13,1
2,1,0,1,Krayton12,1,0
108,218,155,12,Guanghan,28,400
123,83,45,9,vlasovskikh,15,229
21,3,0,71,mohamedgalalanwer,27,2
16,18,1,37,seanmisra,18,1
22,3,1,60,AmirAhmedDarrag,8,3
9,37,0,16,iKaius,4,0
23,31,7,24,andreleoni,25,11
3,1,0,12,LEAKYMN,18,0
4,7,0,167,imbyurhan,2,0
12,52,0,34,xElysioN,7,8
10,0,0,83,dancekobepa,0,0
10,10,1,59,jaydev1997,24,3
36,1,130,150,westes,15,482
6,0,0,3,LeorentKelmendi,24,0
13,117,0,69,arslanramay,23,0
13,0,0,113,sofiasecretnz,0,0
9,6,0,79,Tesssy,0,0
17,269,14,152,sivadass,15,51
6,22,0,28,wmaciejak,7,4
3,0,0,18,ahmedsheko,0,0
10,0,0,196,li3097,24,0
35,299,20,402,leopoldjoy,16,168
9,2,0,62,nishasharma18,0,0
2,0,0,51,idiotshouter,3,0
2,0,0,1,jamsterjai,3,0
2,39,0,14,aytsoft,11,4
9,90,0,418,golam9590,10,2
4,81,0,10,TrueMoein,1,0
34,294,6,147,pasturn,21,12
28,276,1,16,calvingerling,5,4
24,111,2,62,manueldevjour,8,9
3,9,1,3,andr3aranieri,9,1
20,4,1,16,csprofile,15,3
2,5,0,1,beansogle,3,0
15,53,1,13,Dailson,7,2
1,9,2,2,wilianuhlmann,7,2
8,5,0,85,yousi2016,8,2
2,11,0,1,dpallotta,1,0
6,13,0,10,LLawliet444,5,0
4,95,0,6,jakemayfield,9,1
3,41,0,20,msnbl,0,0
10,95,21,17,ReedSun,24,36
1,0,0,0,y9011,0,0
1,4,0,0,mike-jones,0,0
3,0,0,0,jgoeres,0,0
1,0,0,0,elam-innodev,1,0
1,1,0,0,inno-juanal,0,0
4,70,0,8,4leem,7,0
1,0,0,0,alex-SoftwareAG,0,0
1,0,0,0,carmichs,0,0
1,0,0,0,IvayloPanev,8,0
3,4,1,2,mmacphail,22,0
7,0,0,1,AngelSAG,3,0
6,6,1,1,rdeangelis83,4,0
6,4,0,0,sergeipogrebnyak,13,1
2,1,0,0,YashwanthKumarJ,3,0
2,0,0,0,sagfrank72,1,0
1,0,0,0,sagkah,0,0
1,0,0,0,holmezz,0,0
1,1,1,0,juanaltech,1,0
2,1,0,1,Samuelvdc,1,0
1,0,0,0,JimIndia,0,0
1,1,0,1,Naidu9k,5,0
13,0,0,0,TECHcommunity,2,0
2,0,0,1,kukushking,0,0
4,27,0,10,christophjahn,12,0
2,25,0,4,alxmancilla,7,1
4,8,7,0,seiyar81,9,20
2,0,0,0,chriszanep,7,0
21,0,27,5,StefanMacke,12,67
22,120,2,44,retroburst,19,14
1,0,0,0,mahegithub,0,0
1,1,0,1,nterratpoepl,1,0
3,1,0,7,motorina0,16,0
1,2,0,0,engazizas,0,0
1,4,0,0,tpoepl,0,0
4,85,26,0,sebastianst,23,22
1,32,1,9,benjamin-cartereau,10,1
1,1,0,0,davidkrivohlavy,1,0
1700,26,25,8500,Vermisse,14,66
2,2,0,4,meredithannfry,5,1
10,3,0,20,ajshres,30,0
2,2,0,1,chiragsanghavi,5,0
13,0,0,104,bestsampletemplates,5,0
7,7,0,21,mooresm,2,0
2,0,0,3,johengst,10,0
1,2,0,1,rick-,0,0
8,121,9,8,dogeth,15,41
8,78,0,8,RajaAsyraf,16,0
1,0,0,0,TholhahZabri,2,0
15,336,3,55,Akim95,30,8
4,13,2,15,jakzaizzat,18,1
2,0,0,1,adbrsln,19,1
2,3,0,6,artzam,7,0
7,5,0,17,syamimh,9,0
2,1,0,1,apihsukery,5,0
2,0,0,1,applev7,2,0
2,0,1,21,faiz-faizal,22,0
5,2,0,9,nexcross,5,0
1,0,0,1,khaliduzer,2,0
0,1,0,2,hazwanirodzi,0,0
11,0,0,14,SyamimiAzizudin,9,0
1,8,0,2,lan89,12,0
13,53,0,17,nzwnabdulwahid,11,1
1,18,0,2,RashCD,13,0
0,0,0,1,badaikeramat,2,0
5,21,5,9,akmadhwa,9,0
0,1,0,1,asmasyakirah,1,0
2,1,0,4,MNHarun,7,0
3,0,0,7,lokmanz,17,0
9,6,0,9,ShuichiSyad,17,0
9,77,5,5,aiscool,13,8
2,0,0,0,ejatd29,3,1
19,124,2,16,hariesnurikhwan,2,5
8,98,6,0,amizz,9,18
9,131,0,15,baliomega,7,0
42,137,26,13,khalid-hussain,18,31
3,1,0,3,MistaPidaus,9,0
1,0,1,2,jauhmerah,19,0
0,0,0,2,aishahhb,1,0
0,0,0,1,dinware10,1,0
2,9,0,14,sengkoil,24,0
6,40,0,13,arifhazwan,1,0
1,0,0,5,asyraaf92,0,0
1,1,0,4,edadib,0,0
1,0,0,4,asyrafanwar,9,0
0,6,0,1,q321814,0,0
1,0,0,2,syedmdanial,1,0
3,75,4,4,snfnwgi,9,28
1,0,0,2,hikmahroslan,0,0
14,14,0,27,BonziSoft,7,1
9,36,2,27,xdb6f,10,3
3,12,0,7,Alessi0Vitull0,3,4
28,75,1,46,StefanoBelli,24,11
3,7,0,12,mnbvcxzlkjhgfdsapoiu,0,0
1100,8,1187,3,kpwn,21,3451
368,34,108,41,angelXwind,20,436
11,10,3,1,Keziolio,22,4
17,7,7,7,ddarix,22,8
8,2,9,0,thejimmyg,26,4
735,43,1530,14,brianway,10,3681
69,139,188,25,savon-noir,15,355
768,432,1,758,88250,1,13
21,63,19,5,aWeiMiaoMiao,13,35
2200,0,5267,0,zhangkaitao,16,5161
512,2,431,0,mkyong,8,223
499,8,601,1,vanhoefm,30,2789
859,30,1815,5,teddysun,6,2953
680,6,445,460,chinashiyu,5,1271
255,3,239,0,vulnersCom,9,1553
138,4,1092,0,daniulive,1,4049
186,5,547,0,pooler,13,1291
855,623,808,36,wufeifei,8,1986
129,269,55,38,Strikersb,13,101
28,59,18,14,Mosuan,13,68
68,11,90,9,Voulnet,7,229
8,4,3,4,Janfred,22,3
55,11,99,6,hahwul,18,282
88,320,47,12,Tr3jer,4,125
25,26,40,1,a1ext,5,215
583,5,2612,0,jp9000,5,10382
126,0,172,0,WindowsExploits,1,397
107,0,101,1,zcgonvh,7,192
15,0,5,0,t0kx,8,13
2,7,1,1,bbterry,8,9
787,14,1072,10,hfiref0x,15,2383
167,4,424,3,code-scan,18,530
492,4,207,159,HackerFantastic,1,777
2800,90,1291,11,evilcos,9,3878
104,1300,138,140,sh4hin,21,493
57,5,128,0,enjoiz,5,441
57,62,0,68,hi-hi-ray,8,0
405,7,0,4100,edu-bot,5,0
152,5,0,460,dotscript,2,1
202,245,10,317,liu-dongyu,14,31
58,2,5,152,dominicg666,14,9
181,0,0,2100,D132,1,1
17,1,4,305,taku33,1,18
3,56,0,21,icebergcwp1990,27,0
3,6,0,19,onerealfunnyguy,14,8
2,0,0,5,mayjosh,1,0
190,4500,0,2700,pythontrending,0,0
2,0,0,1,kzodo,0,0
11,886,0,131,marcellcsiszar,7,0
813,6,3,1200,imraazrally,18,25
183,0,0,465,AlexisOhanian,3,0
8,1,1,9,claucvk,21,0
8,203,0,29,schcriher,12,0
21,0,0,62,coverlettersworld,3,0
8,1,6,10,thcborges,15,21
36,97,0,44,gerardo,16,9
361,15,0,14,pinhopro,7,0
782,0,0,17,SnehaRane,0,0
11,16,2,5,mvalbuquerque,24,3
15,267,3,14,jaisonv,14,11
11,5,2,9,csericksantos,7,4
144,14,3,13,FlaviaFortes,15,19
139,7,0,6,hdubugras,5,1
1,0,0,1,cbarrosmari,3,0
218,1000,235,142,hebertialmeida,12,1496
543,188,44,333,jonrohan,26,138
62,0,0,0,CocoaHeadsBR,0,0
88,2,24,1,Objective-Cloud,8,232
3,0,0,0,calebhmiles,1,0
1900,715,42,117,alex-cory,25,432
4,38,0,0,NKeleher,4,0
8,45,12,38,amrendra18,28,22
4,1,0,1,leikang-stat,12,1
44,45,18,29,bguidolim,24,56
24,685,2,40,garrettw,24,11
37,560,4,161,nkantar,30,55
9,44,1,34,harryrf,21,3
4,1,0,3,pierce-smith,0,0
4,0,0,22,himu0013,0,0
12,33,0,28,alexukf,9,0
9,18,0,155,hamanakam1,26,1
6,0,0,12,AlexdeBorba,0,0
22,226,1,88,AndyGaskell,25,8
3,19,0,8,punkt,6,0
24,12,0,32,OZTO,21,0
3,1,0,8,Miccighel,10,1
14,325,5,18,Corralx,7,34
120,1300,14,75,Riccardo-Zanutta,5,47
1,0,0,1,injarn,5,0
11,17,1,21,lcandiago,5,3
1,0,0,11,ishaqshinwari,0,0
32,97,0,2,fede91it,26,1
2,0,1,1,tommy91,3,1
4,8,2,8,SerenaDose,3,0
1,0,0,6,joomlabeat,14,0
24,43,0,61,hamzahasbi,21,9
2,2,0,6,viswanathreddy,6,1
1,1,0,2,jorgeAML,13,0
9,1,0,413,github653224,18,0
882,605,486,116,LFeh,28,2026
18,1,0,775,dp-development,0,0
4,19,0,111,goodstart2016,7,0
21,1,0,32,allisonlyonal3,0,0
7,1,0,30,Vrushabhh,0,0
13,0,1,77,Gvieirabriel,2,0
0,0,0,1,jaydeepartoon,0,0
31,3,0,43,paulineportis,0,0
419,4,0,17,dysc,1,0
19,3,0,32,florenciapavone,0,0
493,48,1,38,blendin,8,7
17,33,0,265,dsbeginner,26,0
15,105,14,3,NSAryan12,19,23
7,1,0,12,chengch625,0,0
93,152,3,2,mtrabelsi,30,13
25,7,0,36,dianedelallee,9,1
8,27,0,8,gokhansoykan,4,0
5,2,0,7,keerthihemakumar,1,0
21,8,0,186,pooya-golchian,10,5
34,12,5,49,williankeller,28,29
2,52,1,4,matsuyoro,10,3
26,29,2,21,jacobxperez,2,0
16,12,0,92,mtgrunt,6,0
56,380,3,332,lucasselliach,17,33
8,1,0,18,nicolashedoire,6,0
7,15,1,14,cgmv,22,1
36,6,28,0,hiroshi-manabe,27,94
21,16,0,52,mrtnbrjs,5,0
66,5,12,2,tkihira,18,65
2,29,0,4,raltech,12,0
22,23,0,31,isturm,7,0
90,116,10,0,kosaki,27,32
189,881,600,108,kelp404,26,1877
6,12,1,6,akiniwa,22,5
13,27,5,52,nallagsoc,21,24
24,84,13,26,nariyu,15,47
5,243,0,33,xfdev,15,0
37,149,0,40,ogulcan,2,6
3,35,2,5,sakuraiyuta,19,9
4,4,0,1,occhii105,2,1
25,36,6,18,sngmr,22,41
1,0,0,0,madhavmane,1,0
8,39,3,9,pawy,20,6
149,30,615,22,buymeasoda,11,4541
48,0,98,3,havelessbemore,7,124
1,1,0,0,matsudakrh,11,0
1,0,0,0,iamgalileo,0,0
7,45,22,0,sgougi,13,70
4,43,0,17,medophin,23,2
50,53,14,5,nh7a,21,90
3,366,5,13,tingyuchang,24,1
3,0,0,263,lucycutler,1,0
440,118,466,18,ellekasai,26,2262
157,5,24,19,dice,22,8
197,6,37,7,fladdict,8,202
56,28,0,0,yosuke-matsuda,1,0
50,74,0,1900,ggirtsou,10,2
80,0,0,394,emirias1,1,0
2,48,0,3,chengtx,4,0
40,177,5,44,itoz,16,29
33,44,0,23,a2chub,22,13
3,1,0,8,FreeFunIV,3,0
0,2,0,4,yumufenglin,3,0
3,30,0,2,ITJacob,12,0
12,7,2,22,ouyangyewei,7,2
22,0,292,0,jruesga,28,184
5,56,0,15,ted005,18,2
34,486,14,154,luckyan315,30,26
156,2,11,0,calebdoxsey,22,34
3600,4,5243,12,julycoding,4,12030
15700,14,4907,0,douglascrockford,14,13976
727,112,3159,9,ysc,26,3169
2400,226,948,6,rogerwang,20,55
11100,274,663,13,lifesinger,2,4047
68,24,4,4,gylaz,15,14
152,5,0,0,ardan-bkennedy,19,1
19,4,1,0,kunfirst,2,2
69,31,499,5,nomiddlename,23,2705
7,0,20,9,jeremychen,16,14
3,0,0,0,lincbio,3,2
30,76,5,22,aashay,21,21
183,1000,41,29,Jasdev,29,366
0,0,0,4,divalegacy,2,0
0,1,0,1,othyallen1,0,0
56,0,0,601,shawon14012,6,0
0,0,0,40,awesra,0,0
215,9,9,1400,smzakirhossain,20,1
0,0,0,49,bigdaddy123478,0,0
1,1,0,34,mutelr,1,0
1,0,0,14,MadamBaby,0,0
21,260,2,62,djerfy,14,4
5,1,7,10,jschwartzenberg,12,5
12,51,1,142,egproo,4,1
5,13,0,21,ellisera,11,0
137,666,12,70,mattreduce,14,99
60,432,23,17,tizoc,30,253
1,0,0,0,nitrous-jenkins,0,0
2,0,0,1,erichuang91,4,0
11,93,1,24,ctrlaltreboot,22,2
36,0,0,0,actionio,0,0
19,28,10,595,jzhang2004,3,17
16,558,13,75,olibre,28,20
63,1100,0,1900,dorvan,6,3
199,280,3,3800,metadings,10,12
1,4,0,2,hooplad,5,0
25,28,1,23,BLeQuerrec,13,1
17,16,8,8,Ri0n,17,20
3,0,0,9,MartinRandallC,2,0
3,0,1,15,ankurverma1994,3,0
0,1,0,13,bhyadav,1,0
2,11,0,8,arthurdoul,2,0
1,3,0,21,brittneybrinsfield,7,0
51,365,35,147,monocasual,10,275
2,1,0,11,tanbir2013,1,1
44,0,0,740,JianminDong,0,0
0,0,0,2,linyang07,0,0
31,11,0,275,sathishxcode,20,0
30,188,0,34,liu1700,24,15
4,28,3,6,LCrinesnow,14,0
4,30,1,2,galyjkk,7,2
13,55,13,4,w-vi,26,85
25,1200,0,64,avantcontra,10,12
50,3,0,1,pwittrock,27,0
1400,11,4444,1,BradLarson,14,20229
49,74,11,0,karlkfi,29,87
54,3,12,1,coppeliaMLA,17,107
67,3,88,1,MrAlex94,3,653
2,2,0,0,michael-jackson,1,0
91,18,15,1,fermayo,14,38
8,3,8,0,kwminnick,9,12
6,56,5,9,chris-allnutt,28,13
41,61,70,14,brianmcd,22,312
36,13,1,15,stufflebear,12,4
5,0,1,0,KoreTeam,1,4
31,13,38,3,icing,17,418
11,1,36,0,Aris-t2,2,162
108,20,255,12,10se1ucgo,23,3953
471,2,964,0,monero-project,16,1887
63,0,2238,0,amjuarez,2,219
79,0,187,0,cryptonotefoundation,2,26
169,256,1216,22,hwdsl2,3,5124
126,122,344,67,yupe,15,657
4,3,9,0,mgrigoriev,5,24
29,15,49,1,sherpya,25,139
11,17,39,0,sreichholf,13,69
2,0,0,0,mtdcr,10,2
1100,156,916,65,samuelclay,25,4954
21,4,8,27,barbaramartina,21,24
303,0,230,0,ionescu007,8,1451
7,0,35,0,L1L1,1,100
2,0,0,0,betsypfeil,1,0
16,40,1,3,JasonSwindle,12,7
9,2,8,2,painterjd,24,10
6,18,0,0,byronmccollum,10,0
2,0,0,0,susanmillion,0,0
5,0,0,0,jacobpuck,3,0
2,0,0,0,JennFoo21,0,0
2,0,0,0,omargonzalez,0,0
8,13,7,0,amitgandhinz,27,3
2,0,0,0,malacaraj,0,0
4,8,0,0,tofarley,3,2
14,5,0,0,lekhajee,7,0
18,13,5,1,rjemanuele,26,2
17,18,7,6,vmdx,11,22
41,7,18,25,psy0rz,16,54
40,6,92,0,Jackysi,3,295
1,0,0,0,iakkus,1,0
4,20,23,4,lhost,21,63
23,1,68,0,isc-projects,10,145
26,6300,1,29,bvp,22,5
61,503,209,38,randombit,26,694
29,1,0,1,jbkempf,4,0
15,35,4,19,vanitasvitae,19,7
16,41,4,3,GeoffreyMetais,11,12
99,5,1,0,Nekotekina,18,2
2,2,0,1,Nafrali,1,0
19,1,0,4,apretto,13,0
2,0,0,0,TracyLoring,0,0
17,4,2,1,phoebesimon,12,6
2,0,0,0,jered0,2,0
2,0,0,0,shanekeith,0,0
2,0,0,0,racker-buildbot,0,0
2,0,0,0,baserath,0,0
1200,113,1576,0,HelloZeroNet,23,10527
35,23,170,0,francoisjacquet,12,161
9,0,1,3,Amuhar,14,1
58,4,330,3,inbasic,14,617
7,172,0,9,madebydiego,2,0
5,5,6,3,CodeDead,10,25
22,19,8,18,Tabrisrp,13,24
6,0,0,1,PerLoov,1,0
147,0,242,0,epsylon,13,598
3,0,1,0,SvenWe,3,1
149,0,11,0,zx2c4,21,99
628,30,579,0,cure53,14,5343
169,31,160,0,iseulde,28,571
3,27,6,0,rulex,7,18
149,0,0,0,TAWTonic,0,0
52,15,20,6,jdeseno,12,50
157,0,73,0,qnrq,15,361
110,28,72,10,felixangell,9,448
684,97,1374,17,tobiasahlin,5,14277
5,20,6,2,c0r73x,16,65
25,0,74,6,nhmood,6,734
11,5,7,7,timtux,7,9
81,20,137,4,Pwnoz0r,14,96
32,25,2,4,inspectorfegter,17,12
10700,72,0,0,taylorotwell,1,0
1,12,0,1,Dj83,3,0
7500,73,31,0,fabpot,28,146
31,95,36,17,xintron,28,113
41,102,0,222,masassiez,1,0
97,8,2,1100,ThePolywellGuy,9,13
18,41,3,28,aokcub,7,3
8,45,1,8,svjunic,14,4
16,127,1,1,yuukigoodman,11,2
3,30,0,4,kzhrk,9,0
6,0,1,112,WebMechanicR,3,1
22,86,0,56,tomru,23,22
1,1,0,1,martin-pixelstore,0,0
7,71,2,9,muff1225,5,0
13,49,4,15,kuropen,15,13
7,45,1,8,laouji,27,11
17,13,4,9,eisuke,14,18
118,9,128,1,aamine,17,256
271,11,327,1,yoshinorim,16,894
31,133,15,41,sachaos,26,162
12,1600,0,632,Chinggis6,21,1
13,113,0,44,50infivedays,11,0
12,45,1,1,mokejp,13,11
0,0,0,2,MheniMerz,3,0
14,184,0,41,jeffrom,19,4
30,883,17,578,badu,10,38
28,1400,3,328,ivancevich,21,21
28,115,4,214,aadityabagga,29,19
7,199,0,66,Komosa,18,5
3,15,0,19,p-o-l,1,0
9,32,15,7,thecodemaiden,23,11
6,95,3,10,beardedeagle,5,3
22,1500,0,106,Hs-Yeah,23,1
1,36,1,50,ihaveadrin,6,1
16,88,5,103,liusongwei,6,7
14,5,0,16,GalasGan,13,0
13,17,0,35,BaKStap,9,0
17,2,0,15,zzGladiatoRzz,5,0
0,2,0,1,ccbc,3,0
57,1600,12,128,ivoarch,26,138
3,4,0,3,qianxuweiren,6,0
21,9,1,24,wajatmaka,8,2
17,52,4,119,DrDeejay,5,7
0,1,0,1,asd12500g,1,1
5,4,0,5,pcchan,2,1
0,1,0,1,socoder,0,0
2,24,0,14,apple-x-co,12,0
4,2,0,75,hatchup,2,0
24,350,14,31,moremorefor,16,44
15,15,12,7,tanihiro,18,37
5,0,0,6,wariemon,1,0
2,4,0,2,luxion,2,1
12,215,20,14,denvazh,27,32
1,8,0,3,metsumamo,3,1
5,4,1,0,markus456,17,2
17,10,12,3,yoursunny,29,8
66,154,83,23,cypriss,9,1290
1,1,1,0,lawrencecyh,4,0
17,71,130,4,spchuang,28,297
52,25,52,66,reines,27,122
22,0,22,37,djgera,5,26
2,0,0,0,kzyo,4,0
2,0,0,1,syouronpou,0,0
2,4,0,4,tanuwi,1,0
32,12,4,28,riaqn,19,51
9,517,0,24,asetsuna,9,0
6,0,3,7,jlwangPoincare,11,1
4,21,0,5,mkmn,5,0
123,73,16,61,cuihaoleo,23,24
59,0,0,235,jh-yu,4,2
78,47,170,20,sk1418,28,727
60,20,1,7,vellow,8,4
3,0,0,5,yaochengji,4,0
5,4,1,4,hangc0276,24,4
7,18,0,9,wanborj,15,0
5,16,0,3,pathfinder007,11,0
3,1,29,2,SilentTiger,10,91
0,0,0,47,kimmy24,0,0
22,1,0,478,nguyenduythanh,9,0
288,18,841,1,yorkoliu,9,910
101,1,195,0,mwand,14,547
63,335,4,15,ryanipete,14,14
1,33,11,2,CallMeNP,9,24
1500,6,1018,0,mattgemmell,29,5324
76,27,189,3,simpl,14,886
56,871,50,101,teh-cmc,22,645
2,35,0,22,fried-sausage,8,0
9,357,0,72,kcviuas,27,2
3,518,1,25,zh4ui,9,0
0,28,0,3,huanGG,3,0
7,24,3,9,zhaozhixu,19,0
52,359,43,132,NsLib,18,57
11,6,6,17,ProChen,16,3
12,36,1,44,turing1988,4,0
15,39,6,60,Justme0,20,11
99,2,584,0,bitwiseshiftleft,3,4666
8800,42,2370,16,laruence,28,7515
6,293,0,31,saintaugustinus,2,0
5,54,0,18,meiyopeng,9,0
31,424,6,113,minixli,25,57
24,845,0,174,moskvax,29,1
11,36,1,21,leemeng0x61,16,2
33,963,5,49,weirongxu,26,19
3,486,0,33,zchflyer,2,0
2,241,0,3,dmitrykruglov,2,0
3,2,0,0,jbg-zuba,4,0
2,3,0,4,amtypaldos,5,0
4,1,0,0,evanjacover,13,0
54,22,9,46,linse,26,32
114,62,7,8,Fountain,15,18
14,3,0,11,Noxville,6,3
65,32,194,0,therecipe,1,3061
31,11,5,0,venkat,19,28
601,1,2,0,griesemer,4,14
40,0,0,34,badamson,0,0
16,0,31,13,wcgallego,15,97
