num_followers,num_stars,forks,num_followings,username,num_repositories,stars_received 
2,0,0,3,developer-47,4,0
12,48,0,0,bengummer,20,2
1,39,2,6,yhjor,4,4
1400,0,740,0,iamshaunjp,27,577
2,1,0,0,chiransh,10,0
1,14,0,7,salehjg,3,0
21,170,39,27,quickj,22,113
5,14,2,14,iAhsanJaved,7,0
3,2,0,119,Altieris,2,0
0,0,0,27,windless1015,19,0
14,362,0,39,caiofranchi,11,6
0,1,0,1,isoha,2,0
2,45,0,4,DevStar,2,4
0,0,0,21,wvware,11,0
4,0,0,23,the-ghost-2017,0,0
4,0,0,75,mshoaib54,14,0
0,4,0,1,VladislavLi,6,0
0,0,0,2,Maayangoren,0,0
6,2,3,17,sciencefreak500,18,4
1,1,0,5,naitikshukla,3,1
0,0,0,1,mfd2033,1,0
3,26,0,13,medoxalammr,0,0
0,16,6,4,jkosmetos,7,2
9,314,0,38,mmatoszko,3,0
0,1,0,6,meetvince,2,0
0,25,0,18,hlng2002,24,0
1,85,0,3,Actpohomoc,21,0
24,187,4,78,EdilsonBorges,27,2
0,0,0,8,zhangpeng245,1,0
1,31,0,12,skenely,9,0
2,0,0,16,antonyroby,1,0
2,0,0,11,jithinghub,0,0
2,0,0,10,harshvijaythakkar,1,0
4,56,0,20,codenart,23,0
1,6,0,5,kaziu55Szan,1,0
2,1,0,12,vdsprakash,2,0
1,4,0,3,Myssiing,16,0
8,25,15,0,ErikWittern,17,115
5,11,0,14,dusandjovanovic,11,1
2,4,0,9,chiinshock77841,1,0
1,0,0,11,SrinyAbdullah,1,0
0,0,0,5,Chervinks,1,0
2,0,0,11,Yuvaraj948,1,0
0,7,0,1,firetree01,0,0
5,6,6,0,annieying,11,5
1,0,5,0,unsw-cse-soc,2,5
3,62,2,2,krsyoung,16,5
2,1,0,2,cc94226,8,0
184,5,308,0,kevin-montrose,20,2317
97,127,31,0,indus,20,590
66,35,30,10,marcua,27,230
113,606,29,79,daliwali,16,534
6,98,2,7,thibremy,16,0
292,8,624,0,robnyman,30,1131
16,0,2,26,scarafoni,26,8
13,0,1,0,kevanstannard,11,1
14,3,0,4,timaro,12,1
72,4,2,0,karger,21,4
1,44,0,0,smoller,7,0
119,1,304,2,1adrianb,15,1234
301,179,279,38,rastapasta,21,3097
6,3,0,9,tstafylakis,1,7
6,79,0,6,owenjones,3,2
1,2,0,0,lbear100,2,0
197,3,1,0,longjon,10,3
2,7,1,5,JackTreble,5,0
6,123,5,10,jatwigg,11,6
14,95,1,51,diogobernini,17,0
1,1,0,0,zolaboony,0,0
2,7,0,59,shivamnegi92,9,0
0,6,1,4,duxiaoyang06,28,0
19,434,69,61,goofcc,8,162
24,69,2,12,yousefcisco,15,3
0,1,0,7,Mjing0904,3,0
0,0,0,1,yash486gadhavi,1,0
1,52,8,11,arcruiton,10,0
0,0,0,1,juancolonna,1,0
0,0,0,12,shakirul15-311,14,0
1,0,0,6,cihandokur,4,1
0,8,0,4,DomLi,4,0
0,0,0,9,dixitddn,5,0
20,360,1,361,snamburi3,18,0
0,2,0,5,watchmanGiser,3,0
1,10,0,19,AruulmozhivarmanS,4,0
0,0,0,6,xinhuahappy,0,0
0,1,0,4,irenashafir,27,0
5,13,1,22,loophole-sameer,18,1
1,0,0,2,Betul38,5,0
4,24,0,20,acesaif,21,1
4,6,0,14,gengqx,9,0
16,553,6,55,auroua,15,3
6,5,1,50,AleNunes,13,0
0,1,0,3,Fengmoon93,0,0
0,0,0,2,darshisen,1,0
1,15,0,9,chenfenghui,6,2
0,3,0,5,peterchow90,3,0
4,4,0,40,facelesshawk,3,0
1,0,0,40,anjanakumar,21,0
1,3,0,3,melvinebenezer,3,0
688,2,699,22,dsacademybr,8,102
4,2,1,2,jaimeet64,9,1
15,125,1,33,wfs,17,4
0,13,0,31,fastlater,12,0
0,0,0,2,buildithub,3,0
0,5,0,2,mhaeussermann,2,0
2,495,0,53,tank777,25,0
0,0,0,3,lilliankang,0,0
0,6,0,10,zhanxiangsi,4,0
0,27,0,1,xjcvip007,6,0
0,0,0,1,Leximaniac,0,0
0,36,1,5,mcade,22,2
1,1,0,2,radhikak1234,1,0
6,0,0,5,VincentLa,14,0
32,2,0,809,shlpu,1,1
8,22,0,15,krapimimhannah,5,0
0,3,0,2,foxet,25,0
4,2,1,2,Wunf,10,0
0,2,0,6,a354003021,3,0
8,14,0,11,vineetshah,1,0
14,110,54,8,np-csu,16,136
3,4,0,7,deepseawhale,2,0
2,3,0,17,POkoroafor,26,0
0,0,0,1,sjbird331,0,0
10,4,0,28,he-yunlong,19,0
0,0,0,1,emy-yu,0,0
1,0,0,1,LuoLuoDog,0,0
15,186,6,57,skyshaw,14,7
154,411,5,91,taineleau,20,36
422,10,1732,0,raulmur,4,2260
33,155,15,13,albietz,16,57
227,10,30,11,Aysegul,11,127
67,2,33,0,FurongHuang,5,116
23,1,23,0,zhangyuc,5,94
17,1,49,0,YutingZhang,18,56
163,19,398,0,endernewton,8,871
105,0,80,0,philkr,6,157
25,8,38,0,mleotta,12,76
32,0,15,0,tkocisky,1,128
43,7,79,0,aravindhm,9,157
230,57,78,19,mrkulk,20,252
17,9,22,9,n17s,9,65
2,0,0,0,SerailHydra,4,0
255,67,225,17,zhangxiangxiao,16,774
265,13,138,10,darksigma,18,339
272,15,0,1,winstywang,6,0
174,125,274,13,s9xie,30,603
57,1,142,0,jponttuset,13,190
164,12,189,1,s-gupta,20,337
243,3,222,0,MingMingCheng,3,241
45,0,31,0,n-zhang,5,34
204,30,37,29,danqi,2,134
13,115,3,6,chenrushan,11,6
282,126,41,25,mavenlin,12,74
177,5,71,0,jngiam,6,232
36,5,68,0,stephenbeckr,6,100
603,3,597,0,pdollar,2,825
683,6,954,6,ShaoqingRen,11,1545
0,0,0,1,muya-singular,0,0
8,21,0,20,chesterroh,8,0
78,1,91,0,bharath272,6,135
13,4,57,0,SimJeg,2,176
17,5,38,1,khanrc,14,324
19,13,0,0,piyushgupta27,2,0
18,139,7,17,arjun27,19,4
81,14,180,4,ben519,17,629
7,1,3,0,bharcode,15,2
87,1,25,0,bishwarup307,9,19
60,46,69,36,toshi-k,8,166
3,2,0,9,luan-prates,15,1
2,18,0,11,Tom-a-Hawk,10,0
30,2800,0,641,jonathanegol,1,0
4,164,0,20,scottkaka,5,0
1,2,0,11,NivedhaRamesh,17,0
1,5,0,6,siriusbk,23,1
2,3,0,32,ayedh,3,0
4,10,0,52,vliviu,13,0
824,103,494,10,benanne,17,1265
254,46,932,3,davidsandberg,5,2245
67,15,154,1,peiyunh,21,518
394,16,1039,0,davisking,3,3099
6,4,0,1,ivana7c,1,0
13,2,20,8,allenyangyl,7,26
6,3,8,2,allansp84,21,12
75,158,187,26,rndbrtrnd,5,365
466,126,505,46,cvondrick,15,1272
89,172,145,36,SeanNaren,6,510
117,0,1,1,brianthomas,12,2
2,0,0,0,briantomko,2,0
0,43,0,30,MrXiaoChu,9,0
1,0,0,14,Mohitcse222,0,0
5,0,6,3,nkern,25,2
3,42,0,17,desmondev,13,0
7,159,0,87,yuriyuvarov,5,0
1,80,3,6,hbtech-ai,23,0
0,0,0,1,rphenicie,0,0
2,40,0,21,ashishm-io,14,1
5,53,0,17,davidzshi,3,0
12,1,0,0,sadukie,4,0
20,102,1,28,jeffschuler,20,1
254,3,411,0,nitishsrivastava,5,774
16,102,0,30,tramwaj29,24,7
876,0,7619,0,aporter,6,4654
5,13,0,5,cwang912,18,5
8,277,0,52,yl1991,8,1
14,5,0,6,hankturowski,12,2
13,7,13,9,melfm,19,14
7,5,1,7,HristoBuyukliev,8,1
1,3,0,1,johnbarca,4,0
3,0,0,9,abhishekgaur14,10,3
1,0,0,10,Tingparticle,12,0
0,0,0,3,ranjhaasim,3,0
1,57,0,70,taqikoma,8,0
0,0,0,2,kashyapraval,2,0
3,120,0,34,SaberArthurus,29,0
6,107,2,8,tsaoyu,20,5
2,7,0,44,ravijha01,6,0
15,52,0,74,devmacrile,10,0
1,94,0,20,TheRealChrisEdwards,24,0
1,22,0,10,wangkaiwan,23,0
0,0,0,1,benjo456,2,0
13,109,1,78,masterchef8,22,1
0,4,0,5,maxangelo987,12,0
2,31,0,8,scottstanie,22,3
0,0,2,1,RytmeAnders,7,0
2,1,0,19,sh4d0wst0rm,26,0
7,406,0,37,ykhorzon,18,0
24,4,14,72,mjnovice,29,3
17,24,5,17,cshotwell,23,6
160,29,0,0,dpgeorge,10,2
35,5,0,0,economon,0,0
1200,17,19,4,ladyada,7,26
14,1,2,3,aerialhedgehog,8,3
23,22,1,28,Kenneth-T-Moore,25,0
10,7,3,5,kmarsteller,8,2
5,4,0,0,cnkavanaugh,4,0
7,11,0,0,setowns1,1,0
8,24,3,27,swryan,19,5
6,22,0,0,pziegfeld,20,1
17,5,7,17,naylor-b,23,7
0,0,0,2,mosesabc,1,0
0,33,0,7,mpetr552,10,0
0,0,0,5,lmcshanecle,1,0
0,11,0,4,JWColeman,2,0
40,10,0,1200,MikkoF,2,0
17,2,1,117,Dhruv-Jauhar,12,0
1,0,0,5,Vince-Valence,4,0
5,20,0,16,diogobr07,22,1
10,48,0,10,Nyuno,13,0
1,25,0,23,rky0930,6,0
12,75,7,3,devetude,14,14
13,1500,3,3,hey-jude,6,2
9,38,0,11,highalps,6,0
8,4,0,6,wowoto9772,4,0
2,69,0,3,ilover311,5,0
0,0,0,1,hyejun,0,0
103,69,1,2000,gunlee01,30,7
5,6,0,9,admanV,4,0
29,366,0,33,sinwoobang,5,2
10,525,30,25,jun85664396,24,75
69,486,0,116,elnn,5,15
25,303,3,20,kcy1019,13,12
15,301,1,89,hyunjun529,9,2
7,35,1,7,kty1965,22,2
10,14,3,5,teddychoi,9,29
1,25,1,2,SeungwonLee,8,1
5,114,0,2,leesk0502,15,1
0,0,0,1,alisher-matkurbanov,1,0
0,1,0,9,JoseRoque,25,0
1,11,0,3,ghiggi,13,0
0,0,0,5,lalitgupta29,3,0
3,1,0,6,nikHowlett,6,2
34,431,19,111,sipemu,28,26
24,138,13,48,davpinto,11,59
2,61,0,3,sungukryu,11,0
1,3,0,8,gillistephan,3,0
5,82,0,32,citlacom,13,0
0,0,0,2,mouryallagadda,3,0
1,9,0,18,NixonGenoA,6,0
0,0,0,8,yaswanthkumargothi,1,0
7,8,0,1,storykim,9,0
0,0,0,7,VikrantSingh004,1,0
0,0,0,5,rraaghul,2,0
8,30,0,76,RealPolitiX,13,2
0,0,0,10,rauval,1,0
1,1,0,3,Saina199,3,0
0,58,0,48,rocksailor,28,0
0,0,0,8,prvn1212,1,0
3,8,0,39,Sriharsha-hatwar,13,0
1,2,0,4,hyunhwaj,18,1
3,1,0,2,sungraepark,3,4
448,33,666,0,buriburisuri,11,3251
5,18,0,3,jonghyuk65,7,0
100,40,10,6,seominjoon,12,28
6,16,16,5,minsangkim142,3,37
7,16,0,10,lsc4719,2,0
0,0,0,1,peymanrah,1,0
0,7,0,14,fraserpal,5,0
19,3,26,5,norman3,13,26
8,144,0,212,QUIPQUOPRO,1,0
15,610,0,20,nimitagr,5,0
1,6,0,0,LayGPark,0,0
7,0,65,0,machine-learning-challenge,3,47
15,44,1,17,huntrax11,19,0
10,18,0,6,vhain,26,0
5,22,1,2,mhyeon-lee,16,2
7,15,5,0,xhae,7,3
2,12,3,0,waps12b,25,11
11,13,1,11,hist0613,9,9
22,14,2,17,ntopia,15,15
48,9,8,0,rubenfiszel,24,41
6,10,3,5,qodot,15,19
4,12,7,0,co2meal,27,4
0,0,0,12,PatrickDesai,3,0
0,14,0,20,akashjaiswal,21,0
5,9,0,6,jgamper,13,1
7,21,1,106,waynemystir,26,5
1,3,1,8,mnshr,23,0
4,69,0,19,knapptimezzz,11,1
571,8,1172,1,sjchoi86,22,3729
14,742,0,24,baleen37,14,7
28,18,0,0,hshyunsookim,17,0
7,2,0,0,myungwoo,7,5
8,10,0,2,Xhark,6,0
3,139,0,0,juyeong,5,1
4,0,0,65,brendonhook,1,0
4,20,1,0,junmo-kim,12,27
66,148,62,64,hgascon,12,214
8,33,1,46,HOHOOO,2,0
0,12,0,7,andrewsommerlot,11,5
0,17,0,23,dtp45,14,0
0,2,0,5,jiansfoggy,13,0
7,10,1,70,sachin147,23,1
3,36,2,90,snaik,18,2
7,57,1,18,Shoklan,24,1
0,0,0,6,holamap,7,0
2,49,0,15,narsariamanu,7,0
0,5,0,13,ggauravuee,0,0
3,53,0,30,LTzycLT,16,0
29,3900,0,571,silverstone1903,20,1
9,0,9,5,dskskv,20,14
1,0,0,8,suvasishm,22,0
0,21,0,6,mstei4176,23,1
2,9,0,9,sgeoffrey,5,0
1,2,0,9,SivaGabbi,1,0
1,10,0,7,MichaelYxWang,3,0
0,0,0,10,Jlee72,5,0
1,2,0,15,ankita-anil-verma,5,0
1,2,0,8,vivek2319,13,0
0,0,0,1,MitulP,5,0
1,1,0,5,HareenK,3,0
0,18,0,3,TuanNguyenThanh,13,0
23,70,0,72,draaslan,13,5
3,31,0,58,1401062808,22,0
0,1,0,5,aysegulucar2016,2,0
0,0,0,1,sabih,11,0
0,0,0,1,yairi,0,0
0,0,1,3,Kaushiksekar,11,0
16,20,11,31,sreeshas,15,11
0,4,0,42,gkiri,1,0
1,1,0,6,jackalwoods,6,0
0,12,0,6,kohlisimranjit,7,0
1,0,1,7,NidaBat,14,0
0,0,0,1,fbenitez001,1,0
0,12,0,14,bibinmjose,15,1
5,2,1,15,mehtamanan0,4,0
133,57,912,16,nfmcclure,22,2186
116,1,119,3,zackthoutt,12,878
4,17,0,58,ramakrishna1592,19,0
1,3,0,10,sserurich,26,0
1,16,0,6,prashantiwari,15,0
0,0,0,2,sachin16495,5,0
0,0,0,1,cenaclegames,0,0
1,1,0,6,saurabhrpi,5,0
2,1,0,14,zunayed93,0,0
0,0,0,4,arashmath,1,0
0,0,1,1,xuantung95tt,5,0
1,1,2,8,phu02,6,3
0,6,0,9,qq1512050510,2,0
2,4,1,1,wmusial,10,0
9,20,0,37,hurryhx,15,3
11,194,16,1,to-shimo,27,73
24,322,20,3,shi-yan,27,79
14,25,5,67,aribis369,22,1
1,0,0,1,SudzSharma,16,1
4,31,4,4,dishank-b,21,5
7,1,0,19,nupurgunwant,6,0
99,18,167,17,ai-tor,5,522
14,6,3,31,shivangag,27,0
10,91,5,24,sipah00,24,1
2500,12,4317,0,rbgirshick,12,6516
321,363,87,72,karandesai-96,17,1113
29,0,55,0,janivanecky,12,308
1400,6,2094,1,pjreddie,27,4495
11,168,0,125,alirezaasvadi,2,0
87,2,77,46,sourishg,14,117
79,32,21,20,biswajitsc,17,28
46,6,17,5,korroktheslavemaster,24,31
16,30,1,13,annimesh2809,27,0
900,15,1313,12,alexjc,11,15500
30,2,5,24,arnaghosh,24,0
23,28,2,10,anmolgulati,17,1
22,35,3,29,ranjithkumar007,19,0
51,133,20,34,Ankush96,17,40
100,252,20,131,kumarkrishna,30,58
34,81,6,20,abhinavagarwalla,24,1
0,59,0,23,pvsoriano,7,0
3,338,0,23,chocopowwwa,8,0
14,20,0,11,MayankB11,20,0
3,48,0,25,Rohankhameshra,15,0
1,0,0,10,sg1101,6,0
0,0,0,2,sujinpeng,2,0
1,26,0,12,jayvn,8,0
6,9,0,16,kaus19,6,0
5,15,0,17,namanbakhru,15,0
5,6,0,15,MandarMK,15,0
2,7,0,22,boxreb14,9,0
0,0,0,13,donmyname,1,0
2,0,1,3,mamro,15,0
0,4,0,3,nsafa,8,0
8,5,3,20,rubiagatra,25,3
0,131,0,4,qinjianyang,7,0
0,12,0,7,mabuge,4,0
0,5,0,1,MarianV96,5,0
2,27,0,23,spkjess,1,0
3,311,0,33,abesleistigal,0,0
0,2,0,18,leandroagudelo189,21,0
2,18,0,3,kaemo,12,0
0,0,0,10,prash16,9,0
9,58,0,31,micmelesse,4,0
4,98,0,15,kamalbanga,12,0
0,0,0,1,George1900,15,0
4,13,0,7,romanofoti,10,0
5,286,0,210,The-Gupta,2,0
13,451,0,64,mha90,3,0
0,0,0,6,Supersak80,2,0
0,4,0,2,giuseppe69trading,8,0
2,189,0,58,MosMK,1,0
0,10,0,12,sonicboom8,5,0
0,126,0,66,AwasthiMaddy,29,0
55,1700,0,265,drmein,4,0
7,161,2,23,goodhamgupta,27,6
22,3,25,5,sozykin,5,67
2,6,1,3,raspstephan,12,2
53,111,21,34,nlathia,8,20
869,493,82,55,terrytangyuan,29,171
12,65,0,1,weixuanfu,9,0
3,0,0,0,sohnam,6,0
34,0,19,0,nhrigby,2,34
21,3,3,0,ryanurbs,6,13
40,9,1,24,mercere99,5,9
183,3,178,0,zonination,26,2179
16,277,0,149,rozovr,1,0
1,0,0,21,AVSuni,0,0
81,41,55,19,sjmgarnier,29,213
27,9,0,2,dimakura,26,17
9,98,15,29,David-Carrasco,18,19
0,2,0,3,shengsh,3,0
0,0,0,1,garymlong,0,0
18,46,0,16,xelibrion,8,2
5,13,4,10,A-Jacobson,28,6
45,277,104,53,sshuair,24,369
6,0,0,7,psave,17,1
0,1,0,7,cwilliams191914,2,0
0,0,0,3,kuliknivertech,1,0
2,1,0,71,SaghebK,2,0
0,0,0,4,krpatil,0,0
6,4,1,315,vvanarasi,17,0
0,19,0,20,sebastianbiot,1,0
0,0,0,5,abinashgithub,0,0
3,173,0,10,simisoz,2,0
1,7,1,23,didiooi,11,1
13,116,0,21,lzfelix,12,6
0,0,0,14,simonepf,7,0
0,53,0,6,BassK,21,0
21,417,24,76,zacoppotamus,26,152
1,27,0,31,zhangxiaodi,22,1
0,0,0,7,vivekvix,1,0
0,0,0,29,ssejal,2,0
7,44,1,77,bgarcial,29,1
1,42,0,6,ck032,26,0
3,1,0,8,Saltfarmer,7,0
0,0,0,4,sdf94,4,0
3,125,0,35,frank-peng,3,0
0,36,0,5,javidimail,30,0
0,1,0,4,confar,6,0
0,0,0,10,sakagarwal,6,0
0,0,0,8,jlee73,2,0
0,0,0,2,jainayush77,4,0
2,0,1,13,Statos-Terminatos,6,2
0,44,0,25,radu941208,9,1
1,0,1,23,UbajakaCJ,22,0
1,0,0,3,cdemar,6,0
0,14,0,2,MahshidMo,2,0
0,1,0,19,Imvicoder,23,0
0,27,0,30,ItsmeKumar,6,0
0,1,0,3,venmar,4,0
11,67,15,43,pedrohserrano,23,12
0,0,0,1,gaochen219,0,0
0,47,0,16,IzabelaM,17,0
1,589,0,17,isnotavailable,1,0
0,0,0,1,brandonlester,1,0
1,1,0,7,spdev5,1,0
0,1,0,1,kushagrasinha3596,0,0
1,2,0,5,kanikamittal06,7,0
8,4,0,25,reshusinghhh,17,0
1,3,0,1,aboutgaurav,7,0
34,35,31,3,mehulmpt,19,28
15,27,1,17,abi-aryan,23,10
74,13,4,3,mcdonaldca,20,11
3,2,1,37,ishu2,7,0
4900,919,11900,37,wasabeef,25,51184
6,0,0,10,MukherjeeSM,1,0
2,0,0,13,Apoorva-13,1,0
11,0,0,17,manubhagarg,7,0
2,10,0,9,kawal2266,5,0
9,1,0,17,som27,3,0
9,0,0,17,Saakshi29,20,0
12,0,0,31,DhritiAggarwal,7,0
1,0,0,2,sushma-4,3,0
2,0,0,49,Deepak-1111,1,0
9,0,0,73,Forse1,1,0
0,0,0,1,prasoonbhardwaj,2,0
0,2,0,1,keashav,0,0
1,0,0,4,Anzo87,2,0
2,6,0,4,andreichirila,16,1
0,0,0,1,sarika91,0,0
12,35,2,83,geetgobindsingh,22,34
0,9,0,16,deepak042,5,0
2000,238,1313,31,soulwire,29,9654
5,2,1,3,iamakshit,12,0
7,2,0,2,pranavjain,13,0
28,86,55,12,imshyam,12,223
0,12,1,13,boyamh8,1,1
4,753,0,111,slyboots,17,0
2,9,0,22,gulshanzealous,19,0
156,5700,2,1600,JoseCage,14,1
6,1200,0,134,mendrezjan,6,1
1,7,0,32,bhupeshprajapati,1,0
0,2,1,1,HattoriHanzuo,1,0
2,2,0,4,adityatyagi,13,0
8,34,2,123,vmwsree,17,3
4,1,0,8,Upendrasengar,6,0
0,0,0,10,shabareesh,3,0
4,204,2,89,chiragbhansali,12,8
3,44,0,76,andimancuso,11,0
0,2,0,10,wangpeng1478,8,1
3,90,0,30,pbmou,12,0
36,2200,0,699,Lorezz,5,0
0,1,0,19,saurabhgiv,2,0
5,29,1,50,wookupmaker,27,0
7,7,2,18,jahdasha,26,2
2,39,0,80,ricardospalves,10,0
10,49,5,33,malithmcr,15,8
1,1,0,2,marste,12,0
16,67,45,32,hunzaboy,13,548
0,0,0,3,mutpal,3,0
0,0,0,15,Doitmyself,1,0
122,959,56,999,eonist,5,997
14,9,32,207,code-monk08,12,3
7,399,0,81,pavanmehta91,23,0
124,172,562,39,s-yadav,30,1648
3,9,0,3,awguo,4,0
5,11,0,6,abhishek-parmar1,19,8
2,162,0,30,jcamp,11,0
3,23,0,10,Jsurya1,4,0
342,111,1908,10,sachinchoolur,27,9860
1300,364,5010,78,IanLunn,18,22815
3,1,0,0,jscssninja,1,0
1100,168,1164,5,juliangarnier,11,16351
969,43,1351,0,phoboslab,19,8058
636,431,15,54,jlukic,28,59
5,1,3,10,Ayushaj96,10,1
302,8,921,0,sitaramc,19,7001
7900,80,15421,28,hakimel,24,59789
561,47,1165,0,JoelBesada,15,7051
522,16,303,0,AdamAtomic,21,1447
335,113,615,11,sb2nov,10,3060
546,3,840,1,ryankiros,5,4081
0,0,0,1,kushju,5,0
0,0,1,1,shantanub007,7,0
0,28,1,3,baipeng1009472720,17,2
1,1,0,4,engsahou,6,0
0,16,11,11,sikrigagan,27,3
20,919,3,202,BenKalsky,10,6
0,2,0,1,yensama3,7,0
7,22,3,7,JoshPellTan,28,26
42,1700,0,447,akbarwibawa,24,0
14,182,50,49,vfalanis,9,32
6,40,1,15,Rychillie,5,1
60,1400,0,821,kcnickerson,2,0
6,27,0,41,ayonya100,6,2
0,0,0,11,prasadnitesh202,0,0
13,30,2,98,dineshdb,13,5
2,69,0,49,rajap144,20,0
1,0,0,20,hughhusong,16,0
5,1,0,8,Bipinoli,10,0
0,3,0,4,shivam-chandhok,2,0
7,23,0,22,Pratul1997,12,0
5,37,6,21,MehdiHmidi523,15,0
5,73,0,18,mozziem,0,0
0,0,0,20,Wormings,4,0
0,0,0,3,trackometrix,0,0
0,1,0,13,d3adp007,0,0
3,1,2,2,moyumoyu,2,1
4,7,0,37,MullKun,19,0
2,0,0,29,ronnyccs24,12,0
13,16,6,33,kunalgupta777,7,15
3,8,1,15,xerxes01,11,0
0,3,1,10,Hemspatel203,19,1
4,2,0,35,MSanKeys963,3,0
5,16,0,40,ronz007,1,0
0,7,0,3,ritesh-goel,22,1
0,12,0,1,jdquantuk,0,0
4,4,0,18,1405043-kd,14,0
32,97,26,21,Naresh1318,16,61
23,142,1,57,sahil865gupta,10,0
5,0,0,30,SSP16SCM59S,21,1
0,1,0,14,Kylekoh,4,0
1,2,1,19,amitsood,16,4
162,87,92,11,lexmag,30,820
7100,224,242,2,josevalim,27,2358
12,5,3,2,garg-anuj,21,1
22,16,0,145,sachincool,27,0
7,0,0,558,vova2k17,1,0
35,35,23,13,anishsheela,27,25
11,43,1,30,thecoducer,12,2
0,5,0,2,Jalaj-Maheshwari,8,0
12,19,0,73,gautam2705,20,1
3,11,0,14,xyphanajay,13,0
1,0,0,6,surajkumarcse,2,0
0,7,0,7,shubham-sr,9,0
11,29,2,29,accakks,22,1
0,0,0,3,wildcod,7,0
1,5,0,2,stealthanthrax,16,0
2,2,2,7,naveenchopra9,19,1
4,10,6,8,prabhavgupta,20,2
9,2,8,15,ayushpahwa,17,10
1,1,0,1,shaurya96,14,0
0,0,0,2,Apex1000,12,0
2,1,0,15,sdkcoder,3,0
14,51,0,29,bootingman,23,0
15,1,1,14,Marauderer97,25,0
0,0,0,3,littlehorsefish,1,0
0,12,0,8,Vikum94,16,0
4,26,3,2,amitbansal7,11,3
0,5,0,9,tanmaymohan,17,0
0,0,0,1,Flavyu007,0,0
0,0,0,1,avi7890z,2,0
8,1,3,8,wadsworj,9,10
160,189,1,3300,WillemJan,24,7
0,15,1,18,KushagraMakharia,21,0
2,11,0,24,sastatic,4,0
0,0,0,1,mosim,1,0
1,2,2,4,develop-build,23,0
5,18,1,26,95deepan,7,0
1,1,0,35,geekfarmer,12,0
9,24,0,22,Alastair7,6,0
5,3,1,11,surajumang,15,0
0,1,0,2,rishabh245,8,1
86,1,0,0,uwi,6,0
10,33,5,11,mr-easy,22,11
1,0,0,1,rohiitpriyadarshan,3,0
90,42,358,11,vic317yeh,23,5095
401,24,423,1,random-forests,5,811
109,97,24,60,hareshkh,28,74
127,25,0,2,saiprashanths,9,3
1,1,2,0,RaphaelMeudec,11,1
419,63,342,0,mxgmn,3,8284
2,0,0,0,ophobe-bot,8,0
11,10,54,7,fuegowolf,7,79
2,2,0,1,Coricos,3,2
42,9,3,5,corradio,13,3
33,54,14,18,Minishlink,28,68
24,125,14,19,DrustZ,21,28
0,7,1,9,ELZo3,24,0
54,7,104,0,jbmouret,9,663
9,100,6,4,noleto,6,1
20,1,8,8,frncsrss,8,24
27,0,43,0,mmnaseri,30,103
32,213,7,18,hugocaillard,15,34
17,2,1,3,dwij28,15,2
49,373,10,84,Amatewasu,4,18
17,56,0,41,svashish305,11,0
12,1,1,1,FatalEagle,3,1
85,220,337,9,antonkrasov,10,1387
37,29,65,3,sureshjoshi,25,178
1,73,1,0,nicks258,16,4
4,0,2,1,suvojitkar,20,0
2,4,0,0,adeete,9,0
0,3,0,1,Tanmay97,0,0
11,0,0,85,MOZAHINTER,1,0
12,43,1,8,Krashcan,30,27
6,10,1,17,singhjp006,18,0
8,0,0,104,iqlashuddin,2,0
6,0,0,6,SGagan,13,0
0,0,0,12,ShrreyaBehll,3,0
23,7,1,0,menikhilpandey,19,1
23,49,9,27,dilpreet96,18,62
57,201,9,14,kapv89,30,10
2,2,0,0,subhashtiwari,9,0
2,0,0,0,AasthaMalhotra,1,0
7,0,4,11,AnnuJoshi,23,3
427,253,9,23,clarecorthell,8,22
172,31,0,0,google-admin,0,0
31,15,81,0,kriswebdev,15,92
1,0,0,3,devanshugupta492,0,0
1800,30,9,2,benjchristensen,8,21
0,0,0,3,HariMahi,4,0
9,20,2,26,Gustavosmc,19,0
7,53,0,127,appukrb,13,0
9,29,17,6,sahilrider,20,20
19,16,1,18,pranay414,15,0
1,1,0,1,shadow0207,8,1
2,7,0,14,AyushShaw,7,0
429,40,592,32,nraboy,23,946
1,3,0,1,valentinLouvet,5,3
0,0,0,1,brighton-ro,3,0
3,3,0,3,furmmon,5,0
1,0,3,0,BaptisteLevasseur,3,3
46,5,28,0,PeterBorah,16,72
100,12,14,1,zelig,22,2
8,4,10,4,deiss,9,43
6,89,0,26,tbolt,16,1
783,998,3484,116,jlevy,21,38059
0,16,1,1,whr4935,27,1
4,169,0,42,usherfu,11,0
6,3,4,3,AnupamYedida,22,7
8,29,0,26,PhillipChaffee,27,1
2,10,0,8,maxime-aknin,3,0
1,8,0,22,liangtongxie,24,1
2,23,1,9,SmilinSamurai,3,0
15,440,0,29,shenjiayu,19,5
1,4,0,8,datajoker1,5,0
3,21,1,4,karthik-kk,5,3
3,834,1,8,kuwaitbinary,5,0
14,7,0,2,cdixon,6,1
0,2,0,8,Mount565,30,1
2,173,0,9,alandooz,6,0
2,2,0,10,andemengo,0,0
0,0,0,1,AlgoArtee,1,0
0,0,0,1,bigtuoniao,1,0
0,0,0,2,wruv,1,0
1,1,0,16,adsqueiroz,2,1
4,16,8,19,ahmetozlu,20,18
0,3,0,11,YangLei1993,0,0
29,200,59,74,nampho2,17,23
0,1,0,1,peterbensch,2,0
0,1,0,2,orlcp440,1,0
0,70,0,25,sgoley,12,0
22,64,7,56,eleurent,17,21
9,8,5,9,StefanoMunari,9,3
0,0,1,1,toddsharpe,3,3
